simtime      Temps(s)   MsgId  FC   Type AppId     App Attack is_allowed Paquet (début hex, octets restants entre parenthèses)
--------------------------------------------------------------------------------------------------------------------------------
38700000     10.050638  0870   -    TLM  1114133   NAV 0      -1         0870c000000e00000003051e0000000000020002... (+1 octets)
48700000     11.082799  0870   -    TLM  1114133   NAV 0      -1         0870c000000e00000004051e0000000000000000... (+1 octets)
